2022-05-18/14:11:39		Reading training file
2022-05-25/17:50:47		Entered the readDataset method of the Preprocessor class
2022-05-25/17:50:47		Reading data is a success
2022-05-25/17:50:47		Entered the readDataset method of the Preprocessor class
2022-05-25/17:50:47		Reading data is a success
2022-05-25/17:50:47		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/17:50:47		Finding missing values is a success
2022-05-25/17:50:47		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/17:50:47		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/17:50:47		Finding missing values is a success
2022-05-25/17:50:47		There are no null values, thus filling missing values is a success
2022-05-25/17:50:47		Entered the checkOutliers method of the Preprocessor class
2022-05-25/17:50:47		Finding outliers is a success
2022-05-25/17:50:47		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/17:50:47		Entered the checkOutliers method of the Preprocessor class
2022-05-25/17:50:47		Finding outliers is a success
2022-05-25/17:50:47		Saving the plot of target data after replacing outliers is a success
2022-05-25/17:50:47		There are no outliers, thus replacing outliers is a success
2022-05-25/17:50:47		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/17:50:47		Creating New features is a success
2022-05-25/17:50:47		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/17:50:47		Creating New features is a success
2022-05-25/17:50:47		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/17:50:47		Entered the trainModel method of the Preprocessor class
2022-05-25/17:50:49		Training different models is a success
2022-05-25/17:50:49		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/17:50:49		Saving the best model
2022-05-25/17:50:49		Entered the predictingTestData method of the Preprocessor class
2022-05-25/17:52:22		Entered the readDataset method of the Preprocessor class
2022-05-25/17:52:22		Reading data is a success
2022-05-25/17:52:23		Entered the readDataset method of the Preprocessor class
2022-05-25/17:52:23		Reading data is a success
2022-05-25/17:52:23		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/17:52:23		Finding missing values is a success
2022-05-25/17:52:23		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/17:52:23		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/17:52:23		Finding missing values is a success
2022-05-25/17:52:23		There are no null values, thus filling missing values is a success
2022-05-25/17:52:23		Entered the checkOutliers method of the Preprocessor class
2022-05-25/17:52:23		Finding outliers is a success
2022-05-25/17:52:23		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/17:52:23		Entered the checkOutliers method of the Preprocessor class
2022-05-25/17:52:23		Finding outliers is a success
2022-05-25/17:52:23		Saving the plot of target data after replacing outliers is a success
2022-05-25/17:52:23		There are no outliers, thus replacing outliers is a success
2022-05-25/17:52:23		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/17:52:23		Creating New features is a success
2022-05-25/17:52:23		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/17:52:23		Creating New features is a success
2022-05-25/17:52:23		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/17:52:23		Entered the trainModel method of the Preprocessor class
2022-05-25/17:52:24		Training different models is a success
2022-05-25/17:52:24		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/17:52:24		Saving the best model
2022-05-25/17:52:24		Entered the predictingTestData method of the Preprocessor class
2022-05-25/17:58:43		Entered the readDataset method of the Preprocessor class
2022-05-25/17:58:43		Reading data is a success
2022-05-25/17:58:44		Entered the readDataset method of the Preprocessor class
2022-05-25/17:58:44		Reading data is a success
2022-05-25/17:58:44		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/17:58:44		Finding missing values is a success
2022-05-25/17:58:44		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/17:58:44		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/17:58:44		Finding missing values is a success
2022-05-25/17:58:44		There are no null values, thus filling missing values is a success
2022-05-25/17:58:44		Entered the checkOutliers method of the Preprocessor class
2022-05-25/17:58:44		Finding outliers is a success
2022-05-25/17:58:44		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/17:58:44		Entered the checkOutliers method of the Preprocessor class
2022-05-25/17:58:44		Finding outliers is a success
2022-05-25/17:58:44		Saving the plot of target data after replacing outliers is a success
2022-05-25/17:58:44		There are no outliers, thus replacing outliers is a success
2022-05-25/17:58:44		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/17:58:44		Creating New features is a success
2022-05-25/17:58:44		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/17:58:44		Creating New features is a success
2022-05-25/17:58:44		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/17:58:44		Entered the trainModel method of the Preprocessor class
2022-05-25/17:58:45		Training different models is a success
2022-05-25/17:58:45		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/17:58:45		Saving the best model
2022-05-25/17:58:45		Entered the predictingTestData method of the Preprocessor class
2022-05-25/18:00:46		Entered the readDataset method of the Preprocessor class
2022-05-25/18:00:46		Reading data is a success
2022-05-25/18:00:47		Entered the readDataset method of the Preprocessor class
2022-05-25/18:00:47		Reading data is a success
2022-05-25/18:00:47		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:00:47		Finding missing values is a success
2022-05-25/18:00:47		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/18:00:47		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:00:47		Finding missing values is a success
2022-05-25/18:00:47		There are no null values, thus filling missing values is a success
2022-05-25/18:00:47		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:00:47		Finding outliers is a success
2022-05-25/18:00:47		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/18:00:47		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:00:47		Finding outliers is a success
2022-05-25/18:00:47		Saving the plot of target data after replacing outliers is a success
2022-05-25/18:00:47		There are no outliers, thus replacing outliers is a success
2022-05-25/18:00:47		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:00:47		Creating New features is a success
2022-05-25/18:00:47		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:00:47		Creating New features is a success
2022-05-25/18:00:47		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/18:00:47		Entered the trainModel method of the Preprocessor class
2022-05-25/18:00:48		Training different models is a success
2022-05-25/18:00:48		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/18:00:48		Saving the best model
2022-05-25/18:00:48		Entered the predictingTestData method of the Preprocessor class
2022-05-25/18:04:10		Entered the readDataset method of the Preprocessor class
2022-05-25/18:04:10		Reading data is a success
2022-05-25/18:04:11		Entered the readDataset method of the Preprocessor class
2022-05-25/18:04:11		Reading data is a success
2022-05-25/18:04:11		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:04:11		Finding missing values is a success
2022-05-25/18:04:11		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/18:04:11		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:04:11		Finding missing values is a success
2022-05-25/18:04:11		There are no null values, thus filling missing values is a success
2022-05-25/18:04:11		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:04:11		Finding outliers is a success
2022-05-25/18:04:11		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/18:04:11		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:04:11		Finding outliers is a success
2022-05-25/18:04:11		Saving the plot of target data after replacing outliers is a success
2022-05-25/18:04:11		There are no outliers, thus replacing outliers is a success
2022-05-25/18:04:11		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:04:11		Creating New features is a success
2022-05-25/18:04:11		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:04:11		Creating New features is a success
2022-05-25/18:04:11		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/18:04:11		Entered the trainModel method of the Preprocessor class
2022-05-25/18:04:12		Training different models is a success
2022-05-25/18:04:12		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/18:04:12		Saving the best model
2022-05-25/18:04:12		Entered the predictingTestData method of the Preprocessor class
2022-05-25/18:05:08		Entered the readDataset method of the Preprocessor class
2022-05-25/18:05:08		Reading data is a success
2022-05-25/18:05:08		Entered the readDataset method of the Preprocessor class
2022-05-25/18:05:08		Reading data is a success
2022-05-25/18:05:08		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:05:08		Finding missing values is a success
2022-05-25/18:05:08		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/18:05:08		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:05:08		Finding missing values is a success
2022-05-25/18:05:08		There are no null values, thus filling missing values is a success
2022-05-25/18:05:08		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:05:08		Finding outliers is a success
2022-05-25/18:05:08		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/18:05:08		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:05:08		Finding outliers is a success
2022-05-25/18:05:08		Saving the plot of target data after replacing outliers is a success
2022-05-25/18:05:08		There are no outliers, thus replacing outliers is a success
2022-05-25/18:05:08		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:05:09		Creating New features is a success
2022-05-25/18:05:09		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:05:09		Creating New features is a success
2022-05-25/18:05:09		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/18:05:09		Entered the trainModel method of the Preprocessor class
2022-05-25/18:05:10		Training different models is a success
2022-05-25/18:05:10		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/18:05:10		Saving the best model
2022-05-25/18:05:10		Entered the predictingTestData method of the Preprocessor class
2022-05-25/18:06:19		Entered the readDataset method of the Preprocessor class
2022-05-25/18:06:20		Reading data is a success
2022-05-25/18:06:20		Entered the readDataset method of the Preprocessor class
2022-05-25/18:06:20		Reading data is a success
2022-05-25/18:06:20		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:06:20		Finding missing values is a success
2022-05-25/18:06:20		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/18:06:20		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:06:20		Finding missing values is a success
2022-05-25/18:06:20		There are no null values, thus filling missing values is a success
2022-05-25/18:06:20		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:06:20		Finding outliers is a success
2022-05-25/18:06:20		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/18:06:20		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:06:20		Finding outliers is a success
2022-05-25/18:06:20		Saving the plot of target data after replacing outliers is a success
2022-05-25/18:06:20		There are no outliers, thus replacing outliers is a success
2022-05-25/18:06:20		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:06:20		Creating New features is a success
2022-05-25/18:06:20		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:06:20		Creating New features is a success
2022-05-25/18:06:20		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/18:06:20		Entered the trainModel method of the Preprocessor class
2022-05-25/18:06:21		Training different models is a success
2022-05-25/18:06:22		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/18:06:22		Saving the best model
2022-05-25/18:06:22		Entered the predictingTestData method of the Preprocessor class
2022-05-25/18:06:59		Entered the readDataset method of the Preprocessor class
2022-05-25/18:06:59		Reading data is a success
2022-05-25/18:06:59		Entered the readDataset method of the Preprocessor class
2022-05-25/18:06:59		Reading data is a success
2022-05-25/18:06:59		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:06:59		Finding missing values is a success
2022-05-25/18:06:59		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/18:06:59		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:06:59		Finding missing values is a success
2022-05-25/18:06:59		There are no null values, thus filling missing values is a success
2022-05-25/18:06:59		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:06:59		Finding outliers is a success
2022-05-25/18:06:59		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/18:06:59		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:06:59		Finding outliers is a success
2022-05-25/18:06:59		Saving the plot of target data after replacing outliers is a success
2022-05-25/18:06:59		There are no outliers, thus replacing outliers is a success
2022-05-25/18:06:59		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:06:59		Creating New features is a success
2022-05-25/18:06:59		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:06:59		Creating New features is a success
2022-05-25/18:06:59		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/18:06:59		Entered the trainModel method of the Preprocessor class
2022-05-25/18:07:00		Training different models is a success
2022-05-25/18:07:01		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/18:07:01		Saving the best model
2022-05-25/18:07:01		Entered the predictingTestData method of the Preprocessor class
2022-05-25/18:10:38		Entered the readDataset method of the Preprocessor class
2022-05-25/18:10:38		Reading data is a success
2022-05-25/18:10:39		Entered the readDataset method of the Preprocessor class
2022-05-25/18:10:39		Reading data is a success
2022-05-25/18:10:39		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:10:39		Finding missing values is a success
2022-05-25/18:10:39		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/18:10:39		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:10:39		Finding missing values is a success
2022-05-25/18:10:39		There are no null values, thus filling missing values is a success
2022-05-25/18:10:39		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:10:39		Finding outliers is a success
2022-05-25/18:10:39		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/18:10:39		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:10:39		Finding outliers is a success
2022-05-25/18:10:39		Saving the plot of target data after replacing outliers is a success
2022-05-25/18:10:39		There are no outliers, thus replacing outliers is a success
2022-05-25/18:10:39		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:10:39		Creating New features is a success
2022-05-25/18:10:39		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:10:39		Creating New features is a success
2022-05-25/18:10:39		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/18:10:39		Entered the trainModel method of the Preprocessor class
2022-05-25/18:10:40		Training different models is a success
2022-05-25/18:10:40		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/18:10:40		Saving the best model
2022-05-25/18:10:40		Entered the predictingTestData method of the Preprocessor class
2022-05-25/18:11:50		Entered the readDataset method of the Preprocessor class
2022-05-25/18:11:50		Reading data is a success
2022-05-25/18:11:51		Entered the readDataset method of the Preprocessor class
2022-05-25/18:11:51		Reading data is a success
2022-05-25/18:11:51		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:11:51		Finding missing values is a success
2022-05-25/18:11:51		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/18:11:51		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:11:51		Finding missing values is a success
2022-05-25/18:11:51		There are no null values, thus filling missing values is a success
2022-05-25/18:11:51		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:11:51		Finding outliers is a success
2022-05-25/18:11:51		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/18:11:51		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:11:51		Finding outliers is a success
2022-05-25/18:11:51		Saving the plot of target data after replacing outliers is a success
2022-05-25/18:11:51		There are no outliers, thus replacing outliers is a success
2022-05-25/18:11:51		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:11:51		Creating New features is a success
2022-05-25/18:11:51		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:11:51		Creating New features is a success
2022-05-25/18:11:51		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/18:11:51		Entered the trainModel method of the Preprocessor class
2022-05-25/18:11:52		Training different models is a success
2022-05-25/18:11:52		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/18:11:52		Saving the best model
2022-05-25/18:11:52		Entered the predictingTestData method of the Preprocessor class
2022-05-25/18:12:30		Entered the readDataset method of the Preprocessor class
2022-05-25/18:12:30		Reading data is a success
2022-05-25/18:12:30		Entered the readDataset method of the Preprocessor class
2022-05-25/18:12:30		Reading data is a success
2022-05-25/18:12:30		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:12:30		Finding missing values is a success
2022-05-25/18:12:30		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/18:12:30		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:12:30		Finding missing values is a success
2022-05-25/18:12:30		There are no null values, thus filling missing values is a success
2022-05-25/18:12:30		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:12:30		Finding outliers is a success
2022-05-25/18:12:30		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/18:12:30		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:12:30		Finding outliers is a success
2022-05-25/18:12:30		Saving the plot of target data after replacing outliers is a success
2022-05-25/18:12:30		There are no outliers, thus replacing outliers is a success
2022-05-25/18:12:30		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:12:31		Creating New features is a success
2022-05-25/18:12:31		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:12:31		Creating New features is a success
2022-05-25/18:12:31		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/18:12:31		Entered the trainModel method of the Preprocessor class
2022-05-25/18:12:31		Training different models is a success
2022-05-25/18:12:32		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/18:12:32		Saving the best model
2022-05-25/18:12:32		Entered the predictingTestData method of the Preprocessor class
2022-05-25/18:13:50		Entered the readDataset method of the Preprocessor class
2022-05-25/18:13:50		Reading data is a success
2022-05-25/18:13:50		Entered the readDataset method of the Preprocessor class
2022-05-25/18:13:50		Reading data is a success
2022-05-25/18:13:50		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:13:50		Finding missing values is a success
2022-05-25/18:13:50		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/18:13:50		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:13:50		Finding missing values is a success
2022-05-25/18:13:50		There are no null values, thus filling missing values is a success
2022-05-25/18:13:50		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:13:50		Finding outliers is a success
2022-05-25/18:13:50		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/18:13:50		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:13:50		Finding outliers is a success
2022-05-25/18:13:50		Saving the plot of target data after replacing outliers is a success
2022-05-25/18:13:50		There are no outliers, thus replacing outliers is a success
2022-05-25/18:13:50		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:13:51		Creating New features is a success
2022-05-25/18:13:51		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:13:51		Creating New features is a success
2022-05-25/18:13:51		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/18:13:51		Entered the trainModel method of the Preprocessor class
2022-05-25/18:13:52		Training different models is a success
2022-05-25/18:13:52		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/18:13:52		Saving the best model
2022-05-25/18:13:52		Entered the predictingTestData method of the Preprocessor class
2022-05-25/18:14:28		Entered the readDataset method of the Preprocessor class
2022-05-25/18:14:28		Reading data is a success
2022-05-25/18:14:28		Entered the readDataset method of the Preprocessor class
2022-05-25/18:14:28		Reading data is a success
2022-05-25/18:14:28		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:14:28		Finding missing values is a success
2022-05-25/18:14:28		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/18:14:28		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:14:28		Finding missing values is a success
2022-05-25/18:14:28		There are no null values, thus filling missing values is a success
2022-05-25/18:14:28		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:14:28		Finding outliers is a success
2022-05-25/18:14:28		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/18:14:28		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:14:28		Finding outliers is a success
2022-05-25/18:14:28		Saving the plot of target data after replacing outliers is a success
2022-05-25/18:14:28		There are no outliers, thus replacing outliers is a success
2022-05-25/18:14:28		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:14:28		Creating New features is a success
2022-05-25/18:14:28		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:14:29		Creating New features is a success
2022-05-25/18:14:29		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/18:14:29		Entered the trainModel method of the Preprocessor class
2022-05-25/18:14:30		Training different models is a success
2022-05-25/18:14:30		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/18:14:30		Saving the best model
2022-05-25/18:14:30		Entered the predictingTestData method of the Preprocessor class
2022-05-25/18:17:51		Entered the readDataset method of the Preprocessor class
2022-05-25/18:17:51		Reading data is a success
2022-05-25/18:17:51		Entered the readDataset method of the Preprocessor class
2022-05-25/18:17:51		Reading data is a success
2022-05-25/18:17:51		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:17:51		Finding missing values is a success
2022-05-25/18:17:51		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/18:17:51		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:17:51		Finding missing values is a success
2022-05-25/18:17:51		There are no null values, thus filling missing values is a success
2022-05-25/18:17:51		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:17:51		Finding outliers is a success
2022-05-25/18:17:51		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/18:17:51		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:17:51		Finding outliers is a success
2022-05-25/18:17:51		Saving the plot of target data after replacing outliers is a success
2022-05-25/18:17:51		There are no outliers, thus replacing outliers is a success
2022-05-25/18:17:51		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:17:52		Creating New features is a success
2022-05-25/18:17:52		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:17:52		Creating New features is a success
2022-05-25/18:17:52		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/18:17:52		Entered the trainModel method of the Preprocessor class
2022-05-25/18:17:53		Training different models is a success
2022-05-25/18:17:53		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/18:17:53		Saving the best model
2022-05-25/18:17:53		Entered the predictingTestData method of the Preprocessor class
2022-05-25/18:20:51		Entered the readDataset method of the Preprocessor class
2022-05-25/18:20:51		Reading data is a success
2022-05-25/18:20:52		Entered the readDataset method of the Preprocessor class
2022-05-25/18:20:52		Reading data is a success
2022-05-25/18:20:52		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:20:52		Finding missing values is a success
2022-05-25/18:20:52		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/18:20:52		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:20:52		Finding missing values is a success
2022-05-25/18:20:52		There are no null values, thus filling missing values is a success
2022-05-25/18:20:52		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:20:52		Finding outliers is a success
2022-05-25/18:20:52		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/18:20:52		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:20:52		Finding outliers is a success
2022-05-25/18:20:52		Saving the plot of target data after replacing outliers is a success
2022-05-25/18:20:52		There are no outliers, thus replacing outliers is a success
2022-05-25/18:20:53		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:20:53		Creating New features is a success
2022-05-25/18:20:53		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:20:53		Creating New features is a success
2022-05-25/18:20:53		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/18:20:53		Entered the trainModel method of the Preprocessor class
2022-05-25/18:20:55		Training different models is a success
2022-05-25/18:20:56		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/18:20:57		Saving the best model
2022-05-25/18:20:57		Entered the predictingTestData method of the Preprocessor class
2022-05-25/18:22:30		Entered the readDataset method of the Preprocessor class
2022-05-25/18:22:30		Reading data is a success
2022-05-25/18:22:31		Entered the readDataset method of the Preprocessor class
2022-05-25/18:22:31		Reading data is a success
2022-05-25/18:22:31		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:22:31		Finding missing values is a success
2022-05-25/18:22:31		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/18:22:31		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:22:31		Finding missing values is a success
2022-05-25/18:22:31		There are no null values, thus filling missing values is a success
2022-05-25/18:22:31		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:22:31		Finding outliers is a success
2022-05-25/18:22:31		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/18:22:31		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:22:31		Finding outliers is a success
2022-05-25/18:22:31		Saving the plot of target data after replacing outliers is a success
2022-05-25/18:22:31		There are no outliers, thus replacing outliers is a success
2022-05-25/18:22:31		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:22:31		Creating New features is a success
2022-05-25/18:22:31		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:22:31		Creating New features is a success
2022-05-25/18:22:31		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/18:22:31		Entered the trainModel method of the Preprocessor class
2022-05-25/18:22:33		Training different models is a success
2022-05-25/18:22:34		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/18:22:34		Saving the best model
2022-05-25/18:22:34		Entered the predictingTestData method of the Preprocessor class
2022-05-25/18:25:11		Entered the readDataset method of the Preprocessor class
2022-05-25/18:25:11		Reading data is a success
2022-05-25/18:25:12		Entered the readDataset method of the Preprocessor class
2022-05-25/18:25:12		Reading data is a success
2022-05-25/18:25:12		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:25:12		Finding missing values is a success
2022-05-25/18:25:12		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/18:25:12		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:25:12		Finding missing values is a success
2022-05-25/18:25:12		There are no null values, thus filling missing values is a success
2022-05-25/18:25:12		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:25:12		Finding outliers is a success
2022-05-25/18:25:12		Entered the replacingOutliers method of the Preprocessor class
2022-05-25/18:25:12		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:25:12		Finding outliers is a success
2022-05-25/18:25:12		Saving the plot of target data after replacing outliers is a success
2022-05-25/18:25:12		There are no outliers, thus replacing outliers is a success
2022-05-25/18:25:12		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:25:12		Creating New features is a success
2022-05-25/18:25:12		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-25/18:25:12		Creating New features is a success
2022-05-25/18:25:12		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-25/18:25:12		Entered the trainModel method of the Preprocessor class
2022-05-25/18:25:15		Training different models is a success
2022-05-25/18:25:16		Selecting the best parameters using hyperparameter tuning is a success
2022-05-25/18:25:16		Saving the best model
2022-05-25/18:25:16		Entered the predictingTestData method of the Preprocessor class
2022-05-25/18:36:32		Entered the readDataset method of the Preprocessor class
2022-05-25/18:36:32		Reading data is a success
2022-05-25/18:36:33		Entered the readDataset method of the Preprocessor class
2022-05-25/18:36:33		Reading data is a success
2022-05-25/18:36:33		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:36:33		Finding missing values is a success
2022-05-25/18:36:33		Entered the fillMissingValues method of the Preprocessor class
2022-05-25/18:36:33		Entered the checkNullvalues method of the Preprocessor class
2022-05-25/18:36:33		Finding missing values is a success
2022-05-25/18:36:33		There are no null values, thus filling missing values is a success
2022-05-25/18:36:33		Entered the checkOutliers method of the Preprocessor class
2022-05-25/18:36:33		Finding outliers is a success
2022-05-25/18:36:33		Entered the replacingOutliers method of the Preprocessor class
